N;Logo;Channel;Watch time (mins);Stream time (mins);Peak viewers;Average viewers;Followers;Partnered;Mature;Language;mes;anyo
56;https://static-cdn.jtvnw.net/jtv_user_pictures/korsakkoff-profile_image-019bf78f7dce47e5-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;korsakkoff;705;105;15;7;116;false;true;Spanish;8;2020
57;https://static-cdn.jtvnw.net/jtv_user_pictures/5d5f6e3a-76f5-4a67-875c-3908a07419e4-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CROSSOVEROK;675;225;5;3;87;false;false;Spanish;8;2020
58;https://static-cdn.jtvnw.net/jtv_user_pictures/7a4f69c0-2cdd-486f-863c-a2c759e8f241-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;joacorivas;675;15;45;45;6482;false;false;Spanish;8;2020
59;https://static-cdn.jtvnw.net/jtv_user_pictures/0d60dd26-5106-45d9-b0ee-a6917f72bfd6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;GSR_Center;660;135;11;5;64;false;false;Spanish;8;2020
60;https://static-cdn.jtvnw.net/jtv_user_pictures/5b7fae35-996c-458b-958e-8251595d3365-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;joaquin_razquin;660;75;15;9;8;false;false;Spanish;8;2020
61;https://static-cdn.jtvnw.net/jtv_user_pictures/a59e843b-0388-4b0a-8251-c1cc3efb08f8-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ToggaBWN;660;60;12;11;7;false;false;Spanish;8;2020
62;https://static-cdn.jtvnw.net/jtv_user_pictures/e21da557-121e-46e4-baaa-0aac7e983188-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvbaloncesto;585;345;3;2;178;true;false;Spanish;8;2020
63;https://static-cdn.jtvnw.net/jtv_user_pictures/99d315c0-0155-4ca7-ad32-49be372b8e0b-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Nash19;555;180;5;3;106;false;false;Spanish;8;2020
64;https://static-cdn.jtvnw.net/jtv_user_pictures/2e44a928-8820-4c9a-bd2f-9bc5dfe28fdb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elviscocho0192;555;240;5;2;83;false;false;Spanish;8;2020
65;https://static-cdn.jtvnw.net/jtv_user_pictures/e8543212-2134-46ae-9bcd-f517a3fe1b83-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;chilaver75;555;60;16;9;10;false;false;Spanish;8;2020
66;https://static-cdn.jtvnw.net/jtv_user_pictures/f71520e0-db8b-44f0-998a-5cc5045b9805-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cajacaja1;510;90;9;6;102;false;false;Spanish;8;2020
67;https://static-cdn.jtvnw.net/jtv_user_pictures/df15fe7d-b46e-4efc-86da-60b6fd623f1c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;diego_acf;495;30;19;17;11;false;false;Spanish;8;2020
68;https://static-cdn.jtvnw.net/jtv_user_pictures/e21b40c2-d413-464d-bbb2-c68cf9b483ed-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;elrobleestudio1;465;75;13;6;44;false;false;Spanish;8;2020
69;https://static-cdn.jtvnw.net/jtv_user_pictures/56fde816-7d3a-4371-99ad-3f26dbe71864-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ultimo_gol_gana;450;15;30;30;182;false;false;Spanish;8;2020
70;https://static-cdn.jtvnw.net/jtv_user_pictures/a594ef67-cf2b-4cc4-87a1-139211399671-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;helhestt;435;60;8;7;144;false;false;Spanish;8;2020
71;https://static-cdn.jtvnw.net/jtv_user_pictures/66b62a85-318b-4935-8a84-28a585b3ab46-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ialex0;390;45;10;9;195;false;false;Spanish;8;2020
72;https://static-cdn.jtvnw.net/jtv_user_pictures/5cf9ab46-717c-4e8e-9bdf-c0bd3e0b827e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;halcon_zz;390;210;4;2;17;false;false;Spanish;8;2020
73;https://static-cdn.jtvnw.net/jtv_user_pictures/50776250-9f49-484f-8d77-21a829e8c4e6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Pelegrino9933;360;45;12;8;149;false;true;Spanish;8;2020
74;https://static-cdn.jtvnw.net/jtv_user_pictures/a24e886e-233f-4bdc-9964-b5430455c69a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;beenyy00;360;120;5;3;112;false;false;Spanish;8;2020
75;https://static-cdn.jtvnw.net/user-default-pictures-uv/215b7342-def9-11e9-9a66-784f43822e80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;nachoskjh12345;360;210;3;2;10;false;false;Spanish;8;2020
76;https://static-cdn.jtvnw.net/user-default-pictures-uv/ebe4cd89-b4f4-4cd9-adac-2f30151b4209-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;chuache666;345;165;3;2;9;false;false;Spanish;8;2020
77;https://static-cdn.jtvnw.net/jtv_user_pictures/1934526d-9579-47c6-9b72-09a4fb4a2a92-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Sanchiago22;345;30;12;12;17;false;false;Spanish;8;2020
78;https://static-cdn.jtvnw.net/jtv_user_pictures/e081399e-4633-4db0-b520-4a33060ba7df-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ezcarloss;345;15;23;23;314;false;false;Spanish;8;2020
79;https://static-cdn.jtvnw.net/jtv_user_pictures/4e7eef62-0829-4637-8a2d-eeb3339be74e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Pattchucky;315;75;6;4;879;false;false;Spanish;8;2020
80;https://static-cdn.jtvnw.net/jtv_user_pictures/43f3f6ed-54b3-4507-acad-f49924513c50-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;soyaviles;315;90;7;4;13;false;false;Spanish;8;2020
81;https://static-cdn.jtvnw.net/jtv_user_pictures/e5c85d31-1466-4560-8e5a-98bf761be2b7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;daparohe;300;45;14;7;57;false;false;Spanish;8;2020
82;https://static-cdn.jtvnw.net/jtv_user_pictures/9f5c9db9-000c-4aa4-9e81-244b10a1afc6-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;xAlieNnx;285;30;10;10;78;false;true;Spanish;8;2020
83;https://static-cdn.jtvnw.net/jtv_user_pictures/bd23cf82-4524-4da8-82c8-968ba56109ba-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;lonzoo;285;45;9;6;32;false;false;Spanish;8;2020
84;https://static-cdn.jtvnw.net/jtv_user_pictures/91dd3146-e659-4d2e-8367-1985f71e3ab5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;DurlinDoody;270;45;8;6;108;false;true;Spanish;8;2020
85;https://static-cdn.jtvnw.net/jtv_user_pictures/87d3c7f4-7a74-4653-aa2e-7b5201b23301-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;moska993;255;105;4;2;7;false;false;Spanish;8;2020
86;https://static-cdn.jtvnw.net/jtv_user_pictures/bb71d671-fb99-4b59-8b2e-a3a048e5215e-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;soyMartinchoo;240;75;5;3;25;false;false;Spanish;8;2020
87;https://static-cdn.jtvnw.net/jtv_user_pictures/779e3db6-cea4-4f42-a0b9-dfcde011e135-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AlbertoB02;225;90;3;3;20;false;false;Spanish;8;2020
88;https://static-cdn.jtvnw.net/jtv_user_pictures/9059379b-ea94-48a1-a0bf-30c2c65e69ad-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;gimenez_dani9;210;60;6;4;24;false;false;Spanish;8;2020
89;https://static-cdn.jtvnw.net/jtv_user_pictures/07adc9fe-f83d-432a-a19b-178172616a12-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;A_Moraga0815;210;30;8;7;1;false;false;Spanish;8;2020
90;https://static-cdn.jtvnw.net/jtv_user_pictures/2dadb7c4-a755-4090-9a17-ac7fea46cb47-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;mestres_00;195;15;13;13;21;false;false;Spanish;8;2020
91;https://static-cdn.jtvnw.net/jtv_user_pictures/e32b4d5c-0732-4c6d-99d8-ce042f34b491-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvboxeo;195;75;5;3;51;true;false;Spanish;8;2020
92;https://static-cdn.jtvnw.net/jtv_user_pictures/24edbb41-21a3-499e-a82f-b109a7b2f6ee-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;titosamuu99;180;15;12;12;121;false;true;Spanish;8;2020
93;https://static-cdn.jtvnw.net/jtv_user_pictures/6fe1d2ae-8f13-4a16-b9d8-727a1f3d3a46-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Spiret13;180;45;4;4;42;false;true;Spanish;8;2020
94;https://static-cdn.jtvnw.net/jtv_user_pictures/b61d431a-8b3d-4429-a2bd-4c881694766d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;soynetw;165;60;3;3;468;false;false;Spanish;8;2020
95;https://static-cdn.jtvnw.net/jtv_user_pictures/902f96ac-7412-4085-b997-7847916f1240-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;alexchiko95;165;30;8;6;472;false;true;Spanish;8;2020
96;https://static-cdn.jtvnw.net/jtv_user_pictures/84012a80-3962-4598-ae6a-05f51016b4ed-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;Javikurama;165;90;2;2;4;false;false;Spanish;8;2020
97;https://static-cdn.jtvnw.net/jtv_user_pictures/21a5c80f-66c0-4afa-8172-6ec5edbbd1f1-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;wing_chun_mallorca;165;60;4;3;37;false;false;Spanish;8;2020
98;https://static-cdn.jtvnw.net/jtv_user_pictures/7a79265d-cf54-4537-9e21-2149479c3567-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LuquitasDS;165;75;3;2;58;false;false;Spanish;8;2020
99;https://static-cdn.jtvnw.net/jtv_user_pictures/eipito-profile_image-159d7205aaa4f81d-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;Eipito;165;90;3;2;103;false;true;Spanish;8;2020
100;https://static-cdn.jtvnw.net/jtv_user_pictures/03a5955b-d311-43a7-85d0-10f8b570cb88-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;AlexKarateSenpai;165;75;3;2;41;false;false;Spanish;8;2020
1;https://static-cdn.jtvnw.net/jtv_user_pictures/cef87e16-c8e6-4c5e-ad1d-8de043257dce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;internetv;5789955;5595;3037;1035;3591;true;false;Spanish;9;2020
2;https://static-cdn.jtvnw.net/jtv_user_pictures/f6af6066-d232-4acd-8637-98f23a4a5881-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;zEkO;2623725;165;23766;15901;822870;true;false;Spanish;9;2020
3;https://static-cdn.jtvnw.net/jtv_user_pictures/4de1a3ee-1b98-4c6c-9ba8-01a1e45c9fb9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;coscu;2141880;105;25644;20399;2043889;true;true;Spanish;9;2020
4;https://static-cdn.jtvnw.net/jtv_user_pictures/7d28c953-d53c-4efb-93c8-462802309669-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;El_Chiringuito_Jugones;1494555;18195;400;82;3027;false;false;Spanish;9;2020
5;https://static-cdn.jtvnw.net/jtv_user_pictures/aac9d1e5-725e-438c-9cf3-ac75ba1a8991-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RealMadrid;1423080;405;21801;3514;37926;true;false;Spanish;9;2020
6;https://static-cdn.jtvnw.net/jtv_user_pictures/f6ce8863-3c5e-4fef-aa8c-78c2e78c2273-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;senoritaxxxgamer;484785;3915;806;124;324;false;false;Spanish;9;2020
7;https://static-cdn.jtvnw.net/jtv_user_pictures/f36419dd-389b-4c08-b11d-9b862515bcc3-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvbeisbol;441315;4095;550;108;527;true;false;Spanish;9;2020
8;https://static-cdn.jtvnw.net/jtv_user_pictures/07fbc74c-cc9f-4665-a891-b4f2320c9191-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;shelao;278415;780;717;357;72329;true;false;Spanish;9;2020
9;https://static-cdn.jtvnw.net/jtv_user_pictures/c4075568-09cb-47c8-9f59-3473819d2bcb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;KaiserFutbol;260925;645;642;405;38930;true;false;Spanish;9;2020
10;https://static-cdn.jtvnw.net/jtv_user_pictures/71ebd849-08f8-4915-aeff-f60bdd59d707-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;emilianocandido;182025;360;956;506;2561;true;true;Spanish;9;2020
11;https://static-cdn.jtvnw.net/jtv_user_pictures/bb28cf3a-d15a-46b0-ba05-055aaf866820-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;LACOBRAAA;160335;375;757;428;21564;true;false;Spanish;9;2020
12;https://static-cdn.jtvnw.net/jtv_user_pictures/d10a1106-e353-46e3-a357-5b8adf99e1ce-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;maklives;127845;90;2415;1421;1261;false;false;Spanish;9;2020
13;https://static-cdn.jtvnw.net/jtv_user_pictures/0054e9bb-0d27-46cc-bf2b-43cf3a23349c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RCDMallorca1916;103965;870;721;120;689;true;false;Spanish;9;2020
14;https://static-cdn.jtvnw.net/jtv_user_pictures/200434f5-fe25-4259-b49c-0ebb3e141539-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;drafteadosNBA;103200;135;976;764;33748;true;false;Spanish;9;2020
15;https://static-cdn.jtvnw.net/jtv_user_pictures/43104eca-7a4f-4629-bbef-f054c9011911-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;drift_the_page;79560;2280;143;35;470;false;false;Spanish;9;2020
16;https://static-cdn.jtvnw.net/jtv_user_pictures/8bc5a933-2d10-49c3-8fd7-85975ac6bc30-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;PlanetaNBA;57750;2940;41;20;1047;true;false;Spanish;9;2020
17;https://static-cdn.jtvnw.net/jtv_user_pictures/1f7fcaac-4f59-4154-afad-483f794c8f2a-profile_image-150x150.jpg?imenable=1&impolicy=user-profile-picture&imwidth=100;internetvfutbol;35700;780;159;46;863;true;false;Spanish;9;2020
18;https://static-cdn.jtvnw.net/jtv_user_pictures/f4faad45-40b9-4b7f-90a6-96d85a380aa5-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;CBClaret;31890;570;118;56;88;false;false;Spanish;9;2020
19;https://static-cdn.jtvnw.net/jtv_user_pictures/3d17942b-e3f5-4d71-b173-ab800671d554-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;v8ct;24735;240;327;103;7818;false;false;Spanish;9;2020
20;https://static-cdn.jtvnw.net/jtv_user_pictures/f4e1ec08-68e5-45d3-b326-46754782b295-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;NekanePlay;22395;135;211;166;17415;true;true;Spanish;9;2020
21;https://static-cdn.jtvnw.net/jtv_user_pictures/a93ebe2e-b370-47b2-83bc-669639aca6a9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Balong;20625;420;96;49;3567;false;false;Spanish;9;2020
22;https://static-cdn.jtvnw.net/jtv_user_pictures/56a19486-7514-40e4-831a-4358c60b11f2-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;MalonESPORTS;19650;405;68;49;175;false;false;Spanish;9;2020
23;https://static-cdn.jtvnw.net/jtv_user_pictures/43042f4a-cfdd-4d40-adbd-b2f14f43883c-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cullera_;14295;1320;23;11;540;false;false;Spanish;9;2020
24;https://static-cdn.jtvnw.net/jtv_user_pictures/1bb320de-8001-491b-a9e1-252ae7f9c388-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;VictorAbadG;14100;45;325;313;8073;true;false;Spanish;9;2020
25;https://static-cdn.jtvnw.net/jtv_user_pictures/9aa49ffa-0f9d-456e-ae89-b0e92c842adc-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;soy_gallettitta;13815;90;196;154;4423;false;false;Spanish;9;2020
26;https://static-cdn.jtvnw.net/jtv_user_pictures/6305e039-63e5-4edc-8c4b-9e0f73a347b9-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Albertigues;12525;465;40;27;719;false;false;Spanish;9;2020
27;https://static-cdn.jtvnw.net/jtv_user_pictures/fd0e994c-a494-4873-bb6a-5431e9a80fc7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;milimansiilla;10350;15;690;690;337802;true;false;Spanish;9;2020
28;https://static-cdn.jtvnw.net/jtv_user_pictures/6c035aec-bd14-4445-b941-54f40a7a88c3-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;EduardoComini;10200;180;67;57;19;false;false;Spanish;9;2020
29;https://static-cdn.jtvnw.net/jtv_user_pictures/6321568c-6be5-46c0-a6e2-ee81a65a0a62-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;miquelserrano;9135;150;88;61;8721;true;true;Spanish;9;2020
30;https://static-cdn.jtvnw.net/jtv_user_pictures/258b2d46-3766-47b3-ba92-8b4b95d9e59a-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rumbodeportivo;8205;2160;31;4;17;false;false;Spanish;9;2020
31;https://static-cdn.jtvnw.net/jtv_user_pictures/e6c46f96-b7e9-40cf-8012-c63dbea7c28b-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;rauldario22;8115;135;114;60;30;false;false;Spanish;9;2020
32;https://static-cdn.jtvnw.net/jtv_user_pictures/fdf294f4-4c51-4c7e-ae68-6f34788cce43-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;dynland;7950;285;135;28;985;false;false;Spanish;9;2020
33;https://static-cdn.jtvnw.net/jtv_user_pictures/b0a60f2d-8464-484b-a553-2743562a776f-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;SportXtra_TV;7905;225;62;35;60;false;false;Spanish;9;2020
34;https://static-cdn.jtvnw.net/jtv_user_pictures/d4ee1ac6-ea59-4e0e-844a-c2cccdd7ef88-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;umpithiago;6780;75;185;90;140;false;false;Spanish;9;2020
35;https://static-cdn.jtvnw.net/jtv_user_pictures/b5080e2e-2f5e-4b1f-877c-aedd7044ee62-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;cablepremiumtv;6060;1260;24;5;29;false;false;Spanish;9;2020
36;https://static-cdn.jtvnw.net/jtv_user_pictures/e570a21e-2c76-47da-ba60-532cc917a6b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;RobinSure;5970;195;48;31;213;false;true;Spanish;9;2020
37;https://static-cdn.jtvnw.net/jtv_user_pictures/cc6eb1f1-07ff-4f7a-9f41-c043e9f2b7b0-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;Guakamole_;5775;270;52;21;1146;false;false;Spanish;9;2020
38;https://static-cdn.jtvnw.net/jtv_user_pictures/b792f692-f7ab-4e43-9849-310db50e8ff7-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;sergiobasket_vlogs;5625;150;52;38;596;true;false;Spanish;9;2020
39;https://static-cdn.jtvnw.net/user-default-pictures-uv/ce57700a-def9-11e9-842d-784f43822e80-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;miguel19870610;5610;180;80;31;5;false;true;Spanish;9;2020
40;https://static-cdn.jtvnw.net/jtv_user_pictures/ea959db1-dcbb-4095-9d17-8d0a258d30bb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;FenixFutbolSala;5340;330;39;16;88;false;false;Spanish;9;2020
41;https://static-cdn.jtvnw.net/jtv_user_pictures/3f842951-22ed-4094-81fb-df08b618932d-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;rukawa21;5175;465;16;11;126;false;true;Spanish;9;2020
42;https://static-cdn.jtvnw.net/jtv_user_pictures/korsakkoff-profile_image-019bf78f7dce47e5-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;korsakkoff;5025;780;11;6;144;false;true;Spanish;9;2020
43;https://static-cdn.jtvnw.net/jtv_user_pictures/8939e97a-ebb1-43e8-8eba-b47261ba68eb-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;lena_zumba;4845;540;13;9;163;false;false;Spanish;9;2020
44;https://static-cdn.jtvnw.net/user-default-pictures-uv/ebe4cd89-b4f4-4cd9-adac-2f30151b4209-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;ytbancrop;4725;345;21;14;4;false;false;Spanish;9;2020
45;https://static-cdn.jtvnw.net/jtv_user_pictures/0fc279d5-4daa-4c80-87ca-da22d4a45762-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;simuladoreshaedo;4665;420;21;11;100;false;false;Spanish;9;2020
46;https://static-cdn.jtvnw.net/jtv_user_pictures/d82bb060-abbb-46d4-9902-b2310937e986-profile_image-150x150.png?imenable=1&impolicy=user-profile-picture&imwidth=100;teretime;3975;225;27;18;173;false;true;Spanish;9;2020
47;https://static-cdn.jtvnw.net/jtv_user_pictures/0fa6b8df-dfee-47bd-96fb-2d1eb142c14a-profile_image-150x150.jpeg?imenable=1&impolicy=user-profile-picture&imwidth=100;PepeTaker15;3270;480;15;7;803;false;false;Spanish;9;2020
